   Time [MJD]         Obs. Residuals [mm]
57268.0001967593          -5.200
57268.0005555556          -1.500
57270.9445486111           5.400
57270.9448263889           6.200
57270.9451736111           7.400
57270.9455439815           9.600
57270.9458564815           9.000
57270.9461921296          11.300
57270.9465740741          12.400
57270.9469097222          14.500
57270.9472106481          13.600
57270.9475694444          14.900
57270.9479166667          16.400
57270.9482870370          13.200
57270.9486342593          10.700
57270.9488888889           7.800
57267.7483449074           9.000
57267.7485995370           7.400
57267.7490046296           9.800
57267.7493518519           3.300
57267.7495833333           3.000
57267.7510763889         -24.500
57267.8309375000          -0.600
57267.8312847222          -0.400
57267.8316435185           6.100
57267.8320138889           4.300
57267.8323263889           4.000
57267.8326504630          -1.200
57267.8330671296          -0.500
57267.8332870370          -1.100
57267.8337268519          -0.600
57267.8340509259           1.800
57267.8344097222           2.900
57267.8348032407           2.400
57267.8350578704           3.600
57267.8354050926          -5.300
57267.9113773148         -11.900
57267.9118634259         -13.100
57267.9121643519         -10.900
57267.9124884259          -5.000
57267.9129050926          -4.700
57267.9132175926          -3.600
57267.9135532407          -0.300
57267.9138657407           4.700
57267.9143287037           6.000
57267.9145833333           1.400
57267.9149768518          -8.000
57267.9153472222          -4.300
57267.9156481481          -8.600
57267.9159606481          -7.600
57267.9163657407          -5.800
57267.9166898148          -5.700
57267.9170023148          -6.000
57267.9173611111          -3.400
57267.9178009259          -3.000
57267.9180671296          -1.300
57267.9183912037           0.300
57267.9187152778          -0.300
57267.9190740741           1.000
57267.9946412037           6.500
57267.9948958333         -10.300
57267.9951041667         -13.400
57267.9955671296         -11.400
57267.9958333333         -11.200
57267.9962384259          -9.400
57267.9965740741          -6.400
57267.9968865741          -5.200
57267.9972337963          -5.000
57267.9975231481          -1.500
57267.9979976852           3.300
57267.9982986111          -1.500
57267.9985995370           1.500
57267.9989583333           9.400
57267.9993287037           9.000
57266.5404629630           7.600
57266.5407175926           5.200
57266.5409490741          -0.700
57266.5413541667          -2.100
57266.5416203704           6.800
57266.5421180556           3.300
57266.5424074074           1.800
57266.5426967593          -0.900
57266.5430787037          -9.200
57266.5434143519          -8.600
57266.5437615741         -13.300
57266.5440972222         -10.800
57266.5444791667          -9.900
57266.5448611111         -10.300
57266.5451504630         -14.700
57266.5454050926          -7.900
57266.8785763889          -0.100
57266.8788888889           3.400
57266.8792013889           1.700
57266.8795023148           3.600
57266.8798842593           7.000
57266.8802314815           6.600
57266.8805787037          10.300
57266.8809027778           9.700
57266.8812847222          10.800
57266.8816203704          14.200
57266.9594675926         -15.500
57266.9597337963         -20.700
57266.9600347222         -22.400
57266.9603356482         -24.800
57266.9608680556         -14.100
57266.9611342593         -11.100
57266.9614699074           0.300
57266.9619907407         -15.200
57266.9621412037         -17.500
57266.9623495370         -13.600
57267.9160416667          -5.300
57267.9163888889         -13.700
57267.9166203704          -9.100
57267.9170254630          -9.900
57267.9178125000          -9.800
57267.9184259259          -8.900
57267.9187615741         -11.700
57268.5328009259          -2.900
57268.5330787037          -1.200
57268.5333912037          -2.400
57268.5336689815          -1.000
57268.5339004630           1.600
57268.8713194444         -13.900
57268.8715393519         -15.400
57268.8719328704         -12.700
57268.8720833333         -15.300
57268.9525462963          29.800
57268.9528125000          24.800
57268.9530439815          20.200
57268.9539814815          10.100
57268.9541666667          14.500
57268.9547106481           6.200
57268.9548148148          -2.100
57269.9070254630          -0.800
57269.9072800926          -1.700
57269.9076504630           7.400
57269.9079976852           8.600
57269.9082175926           5.400
57269.9086342593           8.300
57269.9098611111          -1.600
57269.9100115741           1.300
57269.9126851852          -0.200
57269.9128819444          -5.000
57269.9131134259          -4.200
57269.9136342593          -6.200
57269.9138310185          -0.800
57269.9897337963           0.000
57269.9899652778           0.600
57269.9903009259           0.800
57269.9906250000          -0.500
57269.9910416667          -7.400
57269.9912731482          -0.800
57269.9915856482           0.700
57269.9924537037          -2.100
57269.9927314815          -3.400
57269.9930555556          -2.300
57269.9933680556           1.500
57270.8640277778           4.700
57270.8643518519           1.800
57270.8646296296           8.000
57270.8649652778          12.100
57270.8651851852           7.800
57270.8661111111          14.900
57270.8663773148          17.600
57270.8666319444          22.600
57270.9452893519          -0.400
57270.9455555556          -4.500
57270.9458333333          -5.700
57270.9461111111           0.700
57270.9466203704           4.000
57270.9467939815          -0.700
57270.9476620370          -3.400
57270.9479282407          -0.900
57270.9482754630           5.300
57270.9485069444           8.300
57270.9489814815           8.300
57270.9493402778          10.400
57270.9496527778          18.900
57270.9500347222          22.000
57270.9503240741          15.400
57270.9507870370          18.700
57270.9510532407          16.200
57270.9514004630          18.300
57270.9517361111          19.200
57270.9520486111          15.800
57269.9112037037          -7.900
57269.9114814815         -10.300
57269.9117361111          -7.400
57269.9882870370           0.200
57269.9884837963          -1.400
57269.9889930556           0.900
57269.9893402778          -0.900
57269.9911111111          -1.400
57269.9912500000          -1.900
57269.9915740741          -4.000
57269.9920833333          -3.600
57269.9922916667          -2.500
57269.9931134259          -4.500
57276.7621643519        -181.600
57276.7635879630        -154.800
57276.7641203704        -223.900
57276.7650462963         665.700
57273.5733101852           5.000
57273.5736689815          -4.700
57273.5739004630           1.100
57273.5747916667           2.600
57273.5749884259           4.600
57273.5754166667           1.100
57273.5758333333         -24.700
57273.5760185185         -14.500
57273.5762731482           8.000
57273.5767129630           2.500
57273.5771064815          -1.100
57273.5773032407         -16.400
57271.8219560185         -95.600
57271.8222800926         -71.800
57271.8226388889         -62.300
57271.8228819444         -12.600
57271.9025925926         -20.800
57271.9027083333          14.000
57275.8874884259         107.100
57275.8879398148          16.100
57275.8881481481         -64.500
57276.7619675926         -41.800
57276.7621180556          17.600
57276.7626157407          23.000
57276.7630324074          45.800
57276.7632638889          88.600
57276.7635648148          60.800
57276.7639236111          47.000
57276.7643981481          25.200
57276.7646180556          24.100
57276.7648379630           7.400
57272.7768055556          17.300
57272.7771412037          12.900
57272.7775115741          14.300
57272.7778009259           1.000
57272.7781481482           3.500
57272.7783564815          12.000
57273.5678819444           0.200
57273.5681250000           0.900
57273.5683796296          -2.900
57273.5688078704           7.200
57273.5691087963           3.500
57273.5694444444           6.000
57273.5698379630          10.400
57273.5701736111          11.800
57273.5704976852          10.400
57273.5708680556           3.100
